image_id	image_path	image_pt_path	graylevel	original_height	original_width	transcription	transcription_len
b01-053-05	./data/lines/b01/b01-053/b01-053-05.png	./data/lines/b01/b01-053/b01-053-05.pt	191	127	1539	other|leading|Western|nations|are|at|long|last	46
b01-053-06	./data/lines/b01/b01-053/b01-053-06.png	./data/lines/b01/b01-053/b01-053-06.pt	195	124	1570	moving|towards|a|solution|of|currency|problems	46
b01-053-07	./data/lines/b01/b01-053/b01-053-07.png	./data/lines/b01/b01-053/b01-053-07.pt	193	102	530	by|co-operation|.	17
b01-057-00	./data/lines/b01/b01-057/b01-057-00.png	./data/lines/b01/b01-057/b01-057-00.pt	162	116	1790	A|CURIOUS|advertisement|on|page|nine|,|paid	43
b01-057-01	./data/lines/b01/b01-057/b01-057-01.png	./data/lines/b01/b01-057/b01-057-01.pt	162	139	1804	for|by|that|curious|body|Moral|Re-Armament|.	44
b01-057-02	./data/lines/b01/b01-057/b01-057-02.png	./data/lines/b01/b01-057/b01-057-02.pt	162	116	1730	Those|who|lend|their|names|to|this|kind|of	42
b01-057-03	./data/lines/b01/b01-057/b01-057-03.png	./data/lines/b01/b01-057/b01-057-03.pt	152	134	1822	advertisement|are|worthy|people|,|a|little|innocent	51
b01-057-04	./data/lines/b01/b01-057/b01-057-04.png	./data/lines/b01/b01-057/b01-057-04.pt	152	130	1727	of|politics|,|perhaps|,|or|carried|away|by|the	46
b01-057-05	./data/lines/b01/b01-057/b01-057-05.png	./data/lines/b01/b01-057/b01-057-05.pt	162	129	1590	idea|that|moral|regeneration|would|solve	40
b01-057-06	./data/lines/b01/b01-057/b01-057-06.png	./data/lines/b01/b01-057/b01-057-06.pt	162	134	1756	all|our|problems|.|So|it|would|.|While|we|are	45
b01-057-07	./data/lines/b01/b01-057/b01-057-07.png	./data/lines/b01/b01-057/b01-057-07.pt	162	135	1761	waiting|for|the|millenium|,|however|,|most|of|us	48
b01-057-08	./data/lines/b01/b01-057/b01-057-08.png	./data/lines/b01/b01-057/b01-057-08.pt	162	142	1830	would|prefer|to|put|our|hopes|for|earthly|justice|in	52
b01-057-09	./data/lines/b01/b01-057/b01-057-09.png	./data/lines/b01/b01-057/b01-057-09.pt	162	126	1827	instruments|of|democracy|,|such|as|trade|unions	47
b01-062-00	./data/lines/b01/b01-062/b01-062-00.png	./data/lines/b01/b01-062/b01-062-00.pt	162	130	1766	Should|the|Herald|publish|such|advertisements|?	47
b01-062-01	./data/lines/b01/b01-062/b01-062-01.png	./data/lines/b01/b01-062/b01-062-01.pt	162	140	1700	This|is|a|difficult|question|.|It|would|obviously	49
b01-062-02	./data/lines/b01/b01-062/b01-062-02.png	./data/lines/b01/b01-062/b01-062-02.pt	162	131	1799	be|wrong|to|refuse|all|political|advertisements|with	52
b01-062-04	./data/lines/b01/b01-062/b01-062-04.png	./data/lines/b01/b01-062/b01-062-04.pt	162	116	1559	contains|statements|whose|factual|truth|is	42
b01-062-05	./data/lines/b01/b01-062/b01-062-05.png	./data/lines/b01/b01-062/b01-062-05.pt	162	122	1656	doubtful|,|or|where|the|total|content|would|be	46
b01-062-06	./data/lines/b01/b01-062/b01-062-06.png	./data/lines/b01/b01-062/b01-062-06.pt	162	144	1682	deeply|repugnant|to|our|readers|,|it|is|right|to	48
b01-062-07	./data/lines/b01/b01-062/b01-062-07.png	./data/lines/b01/b01-062/b01-062-07.pt	162	100	1478	exercise|editorial|discretion|.|The|MRA	39
b01-062-08	./data/lines/b01/b01-062/b01-062-08.png	./data/lines/b01/b01-062/b01-062-08.pt	162	140	1718	advertisement|falls|into|neither|category|,|though	50
b01-062-09	./data/lines/b01/b01-062/b01-062-09.png	./data/lines/b01/b01-062/b01-062-09.pt	162	138	1155	many|readers|will|dislike|it|.	30
b01-084-00	./data/lines/b01/b01-084/b01-084-00.png	./data/lines/b01/b01-084/b01-084-00.pt	172	129	1935	That|was|the|first|point|that|Mr.|Hammarskjold	46
b01-084-06	./data/lines/b01/b01-084/b01-084-06.png	./data/lines/b01/b01-084/b01-084-06.pt	172	121	1833	simply|on|adequate|support|by|the|nations	41
b01-089-00	./data/lines/b01/b01-089/b01-089-00.png	./data/lines/b01/b01-089/b01-089-00.pt	172	116	1783	The|big|Powers|involved|in|the|Cold|War	39
b01-089-02	./data/lines/b01/b01-089/b01-089-02.png	./data/lines/b01/b01-089/b01-089-02.pt	172	132	1838	justified|in|diverting|naval|ships|in|case	42
b01-089-08	./data/lines/b01/b01-089/b01-089-08.png	./data/lines/b01/b01-089/b01-089-08.pt	172	139	1938	re-established|in|their|port|by|negotiation	43
b01-094-01	./data/lines/b01/b01-094/b01-094-01.png	./data/lines/b01/b01-094/b01-094-01.pt	172	131	1694	they|must|go|.|The|best|news|for|the|Congo	42
b01-094-02	./data/lines/b01/b01-094/b01-094-02.png	./data/lines/b01/b01-094/b01-094-02.pt	172	119	1733	would|be|agreement|between|its|rival	36
b01-094-04	./data/lines/b01/b01-094/b01-094-04.png	./data/lines/b01/b01-094/b01-094-04.pt	172	117	1866	of|UN|conciliators|they|are|meeting|for	39
b01-094-07	./data/lines/b01/b01-094/b01-094-07.png	./data/lines/b01/b01-094/b01-094-07.pt	172	120	1769	relief|when|this|strife-torn|land|gets	38
b01-094-08	./data/lines/b01/b01-094/b01-094-08.png	./data/lines/b01/b01-094/b01-094-08.pt	172	125	1926	itself|a|government|which|all|outsiders	39
b01-094-09	./data/lines/b01/b01-094/b01-094-09.png	./data/lines/b01/b01-094/b01-094-09.pt	162	103	731	can|recognise|.	15
b01-113-00	./data/lines/b01/b01-113/b01-113-00.png	./data/lines/b01/b01-113/b01-113-00.pt	162	134	1889	ONLY|a|man|wrapped|in|the|impenetrable|cocoon|of|what|he|regards	64
b01-113-01	./data/lines/b01/b01-113/b01-113-01.png	./data/lines/b01/b01-113/b01-113-01.pt	162	130	1807	as|a|divine|mission|could|have|spoken|of|apartheid|as|"|a	57
b01-113-02	./data/lines/b01/b01-113/b01-113-02.png	./data/lines/b01/b01-113/b01-113-02.pt	162	160	1787	policy|of|good|neighbourliness|.|"|We|may|be|sure|that	54
b01-113-03	./data/lines/b01/b01-113/b01-113-03.png	./data/lines/b01/b01-113/b01-113-03.pt	162	152	1697	he|is|not|being|hypocritical|.|That|is|what|he	46
b01-113-04	./data/lines/b01/b01-113/b01-113-04.png	./data/lines/b01/b01-113/b01-113-04.pt	162	140	1751	really|believes|.|A|good|neighbour|to|those|Africans	52
b01-113-05	./data/lines/b01/b01-113/b01-113-05.png	./data/lines/b01/b01-113/b01-113-05.pt	162	147	1801	who|,|under|apartheid|,|will|be|forced|back|to	46
b01-113-06	./data/lines/b01/b01-113/b01-113-06.png	./data/lines/b01/b01-113/b01-113-06.pt	162	129	1725	their|tribal|reserves|with|no|prospect|but|a	44
b01-113-07	./data/lines/b01/b01-113/b01-113-07.png	./data/lines/b01/b01-113/b01-113-07.pt	162	128	1160	cramped|and|primitive|existence|.	33
b01-118-00	./data/lines/b01/b01-118/b01-118-00.png	./data/lines/b01/b01-118/b01-118-00.pt	162	129	1783	A|good|neighbour|to|those|Africans|who|will|con-	48
b01-118-01	./data/lines/b01/b01-118/b01-118-01.png	./data/lines/b01/b01-118/b01-118-01.pt	162	118	1703	tinue|to|live|as|hewers|of|wood|and|drawers|of	46
b01-118-02	./data/lines/b01/b01-118/b01-118-02.png	./data/lines/b01/b01-118/b01-118-02.pt	162	136	1861	water|in|the|white|areas|of|South|Africa|,|without|rights	57
b01-118-03	./data/lines/b01/b01-118/b01-118-03.png	./data/lines/b01/b01-118/b01-118-03.pt	162	141	1810	and|without|hope|.|THE|same|sort|of|good|neighbour	50
b01-118-04	./data/lines/b01/b01-118/b01-118-04.png	./data/lines/b01/b01-118/b01-118-04.pt	162	140	1780	that|he|proved|to|be|to|the|Jews|fleeing|from	45
b01-118-05	./data/lines/b01/b01-118/b01-118-05.png	./data/lines/b01/b01-118/b01-118-05.pt	162	124	1800	Hitler|in|the|thirties|.|It|was|Dr.|Verwoerd|who	48
b01-118-06	./data/lines/b01/b01-118/b01-118-06.png	./data/lines/b01/b01-118/b01-118-06.pt	172	170	1741	led|a|protest|against|admitting|any|of|them	43
b01-118-07	./data/lines/b01/b01-118/b01-118-07.png	./data/lines/b01/b01-118/b01-118-07.pt	172	129	1720	because|they|would|"|defile|"|the|national	42
b01-118-08	./data/lines/b01/b01-118/b01-118-08.png	./data/lines/b01/b01-118/b01-118-08.pt	162	112	404	white|stock|.	13
b01-122-00	./data/lines/b01/b01-122/b01-122-00.png	./data/lines/b01/b01-122/b01-122-00.pt	162	156	1797	It|is|impossible|to|make|contact|with|Dr.|Ver-	46
b01-122-01	./data/lines/b01/b01-122/b01-122-01.png	./data/lines/b01/b01-122/b01-122-01.pt	162	129	1787	woerd|in|his|nightmare|world|.|It|is|this|that	46
b01-122-02	./data/lines/b01/b01-122/b01-122-02.png	./data/lines/b01/b01-122/b01-122-02.pt	162	142	1792	makes|illusory|any|hopes|that|he|may|be|in-	43
b01-122-03	./data/lines/b01/b01-122/b01-122-03.png	./data/lines/b01/b01-122/b01-122-03.pt	162	130	1684	fluenced|to|change|course|.|The|Archbishop|of	45
b01-122-04	./data/lines/b01/b01-122/b01-122-04.png	./data/lines/b01/b01-122/b01-122-04.pt	162	135	1850	Capetown|,|Dr.|Joost|de|Blank|,|has|pleaded|that	48
b01-122-05	./data/lines/b01/b01-122/b01-122-05.png	./data/lines/b01/b01-122/b01-122-05.pt	162	160	1799	South|Africa|should|be|allowed|to|stay|in|the	45
b01-122-06	./data/lines/b01/b01-122/b01-122-06.png	./data/lines/b01/b01-122/b01-122-06.pt	172	137	1785	Commonwealth|.|Otherwise|,|he|says|,|those|inside|the	53
b01-122-07	./data/lines/b01/b01-122/b01-122-07.png	./data/lines/b01/b01-122/b01-122-07.pt	172	146	1680	country|who|still|oppose|apartheid|will|be	42
b01-122-08	./data/lines/b01/b01-122/b01-122-08.png	./data/lines/b01/b01-122/b01-122-08.pt	152	119	1366	left|even|more|isolated|and|alone|.	35
b01-127-01	./data/lines/b01/b01-127/b01-127-01.png	./data/lines/b01/b01-127/b01-127-01.pt	182	184	1570	maintained|an|unflinching|witness|to|what	41
b01-127-02	./data/lines/b01/b01-127/b01-127-02.png	./data/lines/b01/b01-127/b01-127-02.pt	182	145	1836	Christianity|really|means|,|must|carry|weight|.|But	51
b01-127-03	./data/lines/b01/b01-127/b01-127-03.png	./data/lines/b01/b01-127/b01-127-03.pt	182	154	1901	what|,|in|fact|,|can|the|other|Commonwealth|countries	53
b01-127-04	./data/lines/b01/b01-127/b01-127-04.png	./data/lines/b01/b01-127/b01-127-04.pt	182	178	1823	do|to|bring|support|and|comfort|to|this|gallant	47
b01-127-05	./data/lines/b01/b01-127/b01-127-05.png	./data/lines/b01/b01-127/b01-127-05.pt	182	147	1723	minority|?|THERE|is|no|evidence|that|the	40
b01-127-06	./data/lines/b01/b01-127/b01-127-06.png	./data/lines/b01/b01-127/b01-127-06.pt	189	177	1702	policy|of|appeasement|has|modified|the	38
b01-127-07	./data/lines/b01/b01-127/b01-127-07.png	./data/lines/b01/b01-127/b01-127-07.pt	189	163	1768	actions|of|the|Nationalists|.|On|the|contrary|,	47
b01-127-08	./data/lines/b01/b01-127/b01-127-08.png	./data/lines/b01/b01-127/b01-127-08.pt	189	170	1610	apartheid|is|being|applied|ever|more	36
b01-127-09	./data/lines/b01/b01-127/b01-127-09.png	./data/lines/b01/b01-127/b01-127-09.pt	182	170	392	ruthlessly|.	12
b01-132-00	./data/lines/b01/b01-132/b01-132-00.png	./data/lines/b01/b01-132/b01-132-00.pt	182	175	1358	The|shock|of|expulsion|from|the	31
b01-132-02	./data/lines/b01/b01-132/b01-132-02.png	./data/lines/b01/b01-132/b01-132-02.pt	182	178	1731	way|left|to|try|to|bring|home|to|the|people|of	46
b01-132-03	./data/lines/b01/b01-132/b01-132-03.png	./data/lines/b01/b01-132/b01-132-03.pt	189	166	1732	South|Africa|that|Dr.|Verwoerd|is|leading|them	46
b01-132-04	./data/lines/b01/b01-132/b01-132-04.png	./data/lines/b01/b01-132/b01-132-04.pt	182	171	1781	to|disaster|.|It|may|be|that|the|Commonwealth	45
b01-132-05	./data/lines/b01/b01-132/b01-132-05.png	./data/lines/b01/b01-132/b01-132-05.pt	182	201	1763	Prime|Ministers|will|decide|against|this|final	46
b01-132-06	./data/lines/b01/b01-132/b01-132-06.png	./data/lines/b01/b01-132/b01-132-06.pt	182	143	1742	step|.|If|that|is|their|decision|they|should|also	49
b01-132-07	./data/lines/b01/b01-132/b01-132-07.png	./data/lines/b01/b01-132/b01-132-07.pt	182	149	1745	go|unequivocally|on|record|that|they|regard	43
b01-132-08	./data/lines/b01/b01-132/b01-132-08.png	./data/lines/b01/b01-132/b01-132-08.pt	182	147	1483	apartheid|as|evil|and|indefensible|.	36
b01-136-01	./data/lines/b01/b01-136/b01-136-01.png	./data/lines/b01/b01-136/b01-136-01.pt	182	156	1649	be|able|to|return|home|claiming|a|triumph|.	43
b01-136-02	./data/lines/b01/b01-136/b01-136-02.png	./data/lines/b01/b01-136/b01-136-02.pt	182	106	1675	His|smile|will|be|blander|than|ever|.|WE|are|in	47
b01-136-03	./data/lines/b01/b01-136/b01-136-03.png	./data/lines/b01/b01-136/b01-136-03.pt	189	187	1671	for|it|again|:|another|Royal|Wedding|.|Between	46
b01-136-04	./data/lines/b01/b01-136/b01-136-04.png	./data/lines/b01/b01-136/b01-136-04.pt	182	159	1611	now|and|June|,|when|the|Duke|of|Kent|will	41
b01-136-05	./data/lines/b01/b01-136/b01-136-05.png	./data/lines/b01/b01-136/b01-136-05.pt	182	149	1742	marry|Miss|Worsley|,|hardly|a|day|will|pass	43
b01-136-06	./data/lines/b01/b01-136/b01-136-06.png	./data/lines/b01/b01-136/b01-136-06.pt	182	153	1793	without|a|story|or|a|picture|or|probably|both|,	47
b01-136-07	./data/lines/b01/b01-136/b01-136-07.png	./data/lines/b01/b01-136/b01-136-07.pt	182	155	1291	about|the|nuptial|arrangements|.	32
b02-013-01	./data/lines/b02/b02-013/b02-013-01.png	./data/lines/b02/b02-013/b02-013-01.pt	189	117	1793	advocate|putting|off|any|approach|until	39
b02-013-02	./data/lines/b02/b02-013/b02-013-02.png	./data/lines/b02/b02-013/b02-013-02.pt	194	115	1726	Mr|Krushchev|gives|evidence|of|a|change	39
b02-013-04	./data/lines/b02/b02-013/b02-013-04.png	./data/lines/b02/b02-013/b02-013-04.pt	191	116	1785	have|us|run|risks|greater|than|the|West	39
b02-013-05	./data/lines/b02/b02-013/b02-013-05.png	./data/lines/b02/b02-013/b02-013-05.pt	189	115	1792	ought|to|run|-|and|greater|than|President	41
b02-013-07	./data/lines/b02/b02-013/b02-013-07.png	./data/lines/b02/b02-013/b02-013-07.pt	187	113	1647	disposed|to|face|.|The|real|question|is	39
b02-013-09	./data/lines/b02/b02-013/b02-013-09.png	./data/lines/b02/b02-013/b02-013-09.pt	190	120	1788	Government|as|a|basis|for|talks|:|and	37
b02-035-00	./data/lines/b02/b02-035/b02-035-00.png	./data/lines/b02/b02-035/b02-035-00.pt	170	104	1623	On|this|reading|what|Mr.|Gollancz|calls	39
b02-035-01	./data/lines/b02/b02-035/b02-035-01.png	./data/lines/b02/b02-035/b02-035-01.pt	172	105	1666	manoeuvring|,|and|what|we|should|call	37
b02-045-02	./data/lines/b02/b02-045/b02-045-02.png	./data/lines/b02/b02-045/b02-045-02.pt	173	107	1569	very|unlikely|;|if|Formula|Three|restores|the|original	54
b02-045-04	./data/lines/b02/b02-045/b02-045-04.png	./data/lines/b02/b02-045/b02-045-04.pt	171	125	1841	that|the|Government|should|ever|have|been|led|away	50
b02-045-05	./data/lines/b02/b02-045/b02-045-05.png	./data/lines/b02/b02-045/b02-045-05.pt	169	126	1593	from|this|principle|.|It|is|a|great|pity|that|the	49
b02-045-06	./data/lines/b02/b02-045/b02-045-06.png	./data/lines/b02/b02-045/b02-045-06.pt	174	135	1850	Government|should|give|the|appearance|of|responding|,|not	57
b02-045-07	./data/lines/b02/b02-045/b02-045-07.png	./data/lines/b02/b02-045/b02-045-07.pt	173	122	1752	to|Mr|Kaunda's|reasonable|representations|,|but|to	50
b02-045-08	./data/lines/b02/b02-045/b02-045-08.png	./data/lines/b02/b02-045/b02-045-08.pt	167	106	1455	the|violence|which|he|tried|to|prevent|.	40
b02-097-00	./data/lines/b02/b02-097/b02-097-00.png	./data/lines/b02/b02-097/b02-097-00.pt	149	107	1649	To|be|able|to|say|"|New|York|next|week|"|is|an	46
b02-097-08	./data/lines/b02/b02-097/b02-097-08.png	./data/lines/b02/b02-097/b02-097-08.pt	164	67	591	and|done|with|.	15
b02-102-00	./data/lines/b02/b02-102/b02-102-00.png	./data/lines/b02/b02-102/b02-102-00.pt	192	115	1705	To|Germany's|Western|allies|the|campaign|has|been|a	51
b02-102-01	./data/lines/b02/b02-102/b02-102-01.png	./data/lines/b02/b02-102/b02-102-01.pt	193	124	1654	millstone|weighing|down|and|almost|paralysing|their	51
b02-102-02	./data/lines/b02/b02-102/b02-102-02.png	./data/lines/b02/b02-102/b02-102-02.pt	192	122	1725	efforts|to|work|out|sensible|ways|of|dealing|with	49
b02-102-05	./data/lines/b02/b02-102/b02-102-05.png	./data/lines/b02/b02-102/b02-102-05.pt	185	129	1791	that|they|must|do|nothing|to|harm|even|remotely|Dr	50
b02-102-06	./data/lines/b02/b02-102/b02-102-06.png	./data/lines/b02/b02-102/b02-102-06.pt	190	136	1850	Adenauer's|chances|of|being|returned|as|Chancellor|.	52
b02-105-02	./data/lines/b02/b02-105/b02-105-02.png	./data/lines/b02/b02-105/b02-105-02.pt	189	123	1701	while|in|Germany|itself|the|course|of	37
b02-105-03	./data/lines/b02/b02-105/b02-105-03.png	./data/lines/b02/b02-105/b02-105-03.pt	190	113	1681	the|campaign|has|dismayed|a|good	32
b02-105-05	./data/lines/b02/b02-105/b02-105-05.png	./data/lines/b02/b02-105/b02-105-05.pt	183	125	1411	when|the|polling|stations|close|.	33
b03-025-00	./data/lines/b03/b03-025/b03-025-00.png	./data/lines/b03/b03-025/b03-025-00.pt	175	123	1867	But|discussion|on|current|points|of|east-west|con-	50
b03-025-01	./data/lines/b03/b03-025/b03-025-01.png	./data/lines/b03/b03-025/b03-025-01.pt	175	127	1870	flict|could|not|go|much|farther|than|,|for|example|,|the	56
b03-025-05	./data/lines/b03/b03-025/b03-025-05.png	./data/lines/b03/b03-025/b03-025-05.pt	162	115	1787	tact|across|the|greatest|political|barrier|in|what	50
b03-025-06	./data/lines/b03/b03-025/b03-025-06.png	./data/lines/b03/b03-025/b03-025-06.pt	175	110	1137	is|not|yet|a|unitary|world|.	28
b03-087-05	./data/lines/b03/b03-087/b03-087-05.png	./data/lines/b03/b03-087/b03-087-05.pt	139	82	997	next|report|from|the|Molony|committee|.	39
b03-092-06	./data/lines/b03/b03-092/b03-092-06.png	./data/lines/b03/b03-092/b03-092-06.pt	152	80	362	logical|Office|.	16
b03-098-00	./data/lines/b03/b03-098/b03-098-00.png	./data/lines/b03/b03-098/b03-098-00.pt	182	128	1688	The|press|and|the|broadcasting|authorities|are	46
b03-098-01	./data/lines/b03/b03-098/b03-098-01.png	./data/lines/b03/b03-098/b03-098-01.pt	182	111	1767	asked|to|help|.|To|begin|with|,|both|tempe-	43
b03-098-02	./data/lines/b03/b03-098/b03-098-02.png	./data/lines/b03/b03-098/b03-098-02.pt	182	121	1704	ratures|will|be|put|in|the|ring|together|.	42
b03-098-04	./data/lines/b03/b03-098/b03-098-04.png	./data/lines/b03/b03-098/b03-098-04.pt	182	133	1750	about|it|yesterday|.|The|purpose|is|to|give	43
b03-098-06	./data/lines/b03/b03-098/b03-098-06.png	./data/lines/b03/b03-098/b03-098-06.pt	182	112	1779	centigrade|would|have|got|off|to|a|better	41
b03-098-07	./data/lines/b03/b03-098/b03-098-07.png	./data/lines/b03/b03-098/b03-098-07.pt	182	132	1675	start|if|they|had|taken|more|pains|to	37
b03-098-08	./data/lines/b03/b03-098/b03-098-08.png	./data/lines/b03/b03-098/b03-098-08.pt	182	126	1644	explain|the|advantages|to|the|general	37
b03-098-09	./data/lines/b03/b03-098/b03-098-09.png	./data/lines/b03/b03-098/b03-098-09.pt	182	100	950	public|of|the|change|.	22
b03-104-01	./data/lines/b03/b03-104/b03-104-01.png	./data/lines/b03/b03-104/b03-104-01.pt	182	130	1838	at|the|moment|"|an|awful|mess|up|"|in	37
b03-104-02	./data/lines/b03/b03-104/b03-104-02.png	./data/lines/b03/b03-104/b03-104-02.pt	182	142	1891	the|measurement|of|temperatures|.|This|,	40
b03-104-04	./data/lines/b03/b03-104/b03-104-04.png	./data/lines/b03/b03-104/b03-104-04.pt	182	151	1846	of|specialists|.|The|ordinary|British|man	41
b03-104-05	./data/lines/b03/b03-104/b03-104-05.png	./data/lines/b03/b03-104/b03-104-05.pt	182	140	1979	and|woman|is|conscious|of|no|difficulty|.	41
b03-104-06	./data/lines/b03/b03-104/b03-104-06.png	./data/lines/b03/b03-104/b03-104-06.pt	182	161	1831	Rather|than|fifty|million|people|having	39
b03-104-07	./data/lines/b03/b03-104/b03-104-07.png	./data/lines/b03/b03-104/b03-104-07.pt	182	144	1959	to|be|put|out|for|the|sake|of|50,000|is|there	45
b03-104-08	./data/lines/b03/b03-104/b03-104-08.png	./data/lines/b03/b03-104/b03-104-08.pt	182	143	1994	any|reason|why|the|centigrade|countries	39
b03-104-09	./data/lines/b03/b03-104/b03-104-09.png	./data/lines/b03/b03-104/b03-104-09.pt	182	154	1708	should|not|change|to|fahrenheit|?	33
b03-109-00	./data/lines/b03/b03-109/b03-109-00.png	./data/lines/b03/b03-109/b03-109-00.pt	191	109	1693	Can|it|be|shown|that|the|one|scale|is|demon-	44
b03-109-04	./data/lines/b03/b03-109/b03-109-04.png	./data/lines/b03/b03-109/b03-109-04.pt	191	203	1750	Even|then|it|might|be|easier|to|persuade|the|British	52
b03-109-05	./data/lines/b03/b03-109/b03-109-05.png	./data/lines/b03/b03-109/b03-109-05.pt	191	188	1619	public|to|go|over|to|decimal|coinage|-|in|certain	49
b03-109-06	./data/lines/b03/b03-109/b03-109-06.png	./data/lines/b03/b03-109/b03-109-06.pt	191	129	1766	circumstances|the|time|would|come|when|this|would	49
b03-109-07	./data/lines/b03/b03-109/b03-109-07.png	./data/lines/b03/b03-109/b03-109-07.pt	191	193	1686	suit|their|convenience|-|rather|than|to|change|their	52
b03-109-08	./data/lines/b03/b03-109/b03-109-08.png	./data/lines/b03/b03-109/b03-109-08.pt	182	198	1180	system|of|recording|temperatures|.	34
b03-114-00	./data/lines/b03/b03-114/b03-114-00.png	./data/lines/b03/b03-114/b03-114-00.pt	191	136	1954	In|any|case|,|fahrenheit|need|not|lose|heart|.	46
b03-114-01	./data/lines/b03/b03-114/b03-114-01.png	./data/lines/b03/b03-114/b03-114-01.pt	191	220	2036	Once|before|,|and|that|not|so|long|ago|,|the	44
b03-114-02	./data/lines/b03/b03-114/b03-114-02.png	./data/lines/b03/b03-114/b03-114-02.pt	191	157	1941	authorities|ganged|up|to|alter|the|habits	41
